id_reference,type_reference,designation,programme,code_filiere,coeff_avion,longueur_piece_brut_mm,largeur_piece_brut_mm,epaisseur_brut_mm,debit_mm2,magasin,date_reception_OMP,date_besoin_client,date_transmission_proc,livrable,constituant,famille_code_filiere,norm_mat_inge,norm_mat_fab,indice_manufacturing,codes_protections,avion_impacte_pp,complexite_piece_pp,priorite_pp,indice_client_pp,classe_piece_ref_pp,procedes_speciaux_ind,cms_mat_pp,fournisseur_cmde,supplier_cmde,rang_appro,indice_client,factory,usine,priorite,type_cycle,date_emission_commande,quantite_commande,cycle_negocie,advancement_percentage_tooling,date_prev_livraison_outillage,date_reelle_livraison_outillage,advancement_percentage_program,date_prev_livraison_prog,date_reelle_livraison_prog,advancement_percentage_industrialization,date_prev_livraison_indus,date_reelle_livraison_indus,type_lot,date_prev_fin_usinage,date_reelle_fin_usinage,lieu_TS,date_prev_fin_TS,date_reelle_fin_TS,date_prev_reception_QI_fournisseur,date_reelle_reception_QI_fournisseur,lieu_equipement,date_prev_fin_equipement,date_reelle_fin_equipement,date_expedition,quantite_expediee,date_livraison_contractuelle,date_livraison_previsionnelle_S,date_reception_effective,quantite_receptionnee,ecart_commande,date_livraison_contractuelle_initiale,date_liberation,etat_reference,etat_reference,date_creation_nomenclature_appro,date_reception_matiere_fournisseur,date_liberation_previsionelle,quantite_liberee,supplier_achat,fournisseur_achat,indice_client,autonomie_matiere,autonomie_quincaillerie,quantite_FAI,type_cycle,cycle_fil_rouge_1ere_commande,cycle_fil_rouge_recommande,NRC_fil_rouge_total,RC_fil_rouge,cycle_standard_1ere_commande,cycle_standard_recommande,NRC_standard_total,RC_standard,devise,date_affectation,lag_time
19440,PE,"FITTING, TENSION outboard FS489 droit",programme_2,code_filiere_24,1,NA,NA,38.09999847,NA,magasin_13,2013-11-15,2014-02-04,2013-11-19,FALSE,FALSE,famille_code_filiere_4,AMS-QQ-A-250/12,AMS-QQ-A-250/12,C2,NA,P2_MSN1,Medium,P1,A,2,144-005,B0QQA25012I4-03,fournisseur_12,supplier_12,1,A00,factory_1,usine_1,NA,Standard,2014-01-24,5,61,100,2013-12-09,2013-12-12,100,2013-12-11,2013-12-12,100,2013-12-20,2013-12-12,Lot3_Released,2014-01-06,2013-12-23,Kilgour,2014-02-21,2014-01-17,NA,NA,PE,NA,NA,2014-03-27,5,2014-03-03,2014-03-28,2014-04-03,5,0,2014-02-18,2014-04-03,Stock Available,Stock disponible,NA,2013-12-13,2014-04-03,NA,supplier_12,fournisseur_12,A00,FALSE,FALSE,5,Standard,35,35,0.029166447,0.007218776,70,70,0.029166447,0.002523834,devise_2,2013-11-21,-58
19441,PE,"FITTING, TENSION outboard FS489 gauche",programme_2,code_filiere_24,1,NA,NA,38.09999847,NA,magasin_13,2013-11-15,2014-02-04,2013-11-19,FALSE,FALSE,famille_code_filiere_4,AMS-QQ-A-250/12,AMS-QQ-A-250/12,B2,NA,P2_MSN1,Medium,P1,A,2,144-005,B0QQA25012I4-03,fournisseur_12,supplier_12,1,A00,factory_1,usine_1,NA,Speedshop,2014-01-24,5,61,100,2013-12-09,2013-12-12,100,2013-12-11,2013-12-12,100,2013-12-20,2013-12-12,Lot3_Released,2014-01-06,2013-12-23,Kilgour,2014-02-21,2014-01-17,NA,NA,PE,NA,NA,2014-03-27,5,2014-02-24,2014-03-28,2014-04-04,5,0,2014-02-18,2014-04-15,Stock Available,Stock disponible,NA,2013-12-13,2014-04-15,NA,supplier_12,fournisseur_12,A00,FALSE,FALSE,5,Speedshop,35,35,0.029166447,0.007218776,70,70,0.029166447,0.002523834,devise_2,2013-11-21,-70
19442,PE,"FITTING, TENSION outboard FS489 gauche",programme_2,code_filiere_24,1,NA,NA,38.09999847,NA,magasin_13,2013-11-15,2014-02-04,2013-11-19,FALSE,FALSE,famille_code_filiere_4,AMS-QQ-A-250/12,AMS-QQ-A-250/12,B2,NA,P2_MSN1,Medium,P1,A,2,144-005,B0QQA25012I4-03,fournisseur_12,supplier_12,1,A00,factory_1,usine_1,NA,Speedshop,2014-01-24,5,61,100,2013-12-09,2013-12-12,100,2013-12-11,2013-12-12,100,2013-12-20,2013-12-12,Lot3_Released,2014-01-06,2013-12-23,Kilgour,2014-02-21,2014-01-17,NA,NA,PE,NA,NA,2014-03-27,5,2014-02-24,2014-03-28,2014-04-04,5,0,2014-02-18,2014-04-10,Stock Available,Stock disponible,NA,2013-12-13,2014-04-10,NA,supplier_12,fournisseur_12,A00,FALSE,FALSE,5,Speedshop,35,35,0.029166447,0.007218776,70,70,0.029166447,0.002523834,devise_2,2013-11-21,-65
19443,PE,"FITTING, TENSION outboard FS417 gauche",programme_2,code_filiere_24,1,NA,NA,38.09999847,NA,magasin_13,2013-11-18,2014-02-04,2013-11-19,FALSE,FALSE,famille_code_filiere_4,AMS-QQ-A-250/12,AMS-QQ-A-250/12,A4,NA,P2_MSN1,Medium,P1,A,2,144-005,B0QQA25012I4-03,fournisseur_12,supplier_12,1,A00,factory_1,usine_1,NA,Standard,2014-02-05,5,61,100,2013-12-02,2013-12-02,100,2013-12-02,2013-12-02,100,2013-12-02,2013-12-02,Lot3_Released,2014-01-17,2014-02-04,Kilgour,2014-02-27,2014-02-25,NA,NA,PE,NA,NA,2014-03-11,5,2014-02-26,2014-03-11,2014-03-14,5,0,2014-02-18,2014-03-31,Stock Available,Stock disponible,NA,2013-12-13,2014-03-31,NA,supplier_12,fournisseur_12,A00,FALSE,FALSE,5,Standard,35,35,0.050784641,0.007218776,70,70,0.050784641,0.002523834,devise_2,2013-11-21,-55
19444,PE,"FITTING, TENSION outboard FS417 droit",programme_2,code_filiere_24,1,NA,NA,38.09999847,NA,magasin_13,2013-11-18,2014-02-04,2013-11-19,FALSE,FALSE,famille_code_filiere_4,AMS-QQ-A-250/12,AMS-QQ-A-250/12,A4,NA,P2_MSN1,Medium,P1,A,2,144-005,B0QQA25012I4-03,fournisseur_12,supplier_12,2,A00,factory_1,usine_1,NA,Speedshop,2014-02-05,1,35,100,2013-12-02,2013-12-02,100,2013-12-02,2013-12-02,100,2013-12-02,2013-12-02,Lot3_Released,2014-03-20,2014-02-04,Kilgour,2014-02-27,NA,NA,NA,PE,NA,NA,2014-07-03,1,2014-01-30,2014-07-07,2014-07-07,1,0,2014-01-13,2014-07-21,Stock Available,Stock disponible,NA,2013-12-13,2014-07-21,NA,supplier_12,fournisseur_12,A00,FALSE,FALSE,5,Speedshop,35,35,0.050784641,0.007218776,70,70,0.050784641,0.002523834,devise_2,2013-11-21,-167
19444,PE,"FITTING, TENSION outboard FS417 droit",programme_2,code_filiere_24,1,NA,NA,38.09999847,NA,magasin_13,2013-11-18,2014-02-04,2013-11-19,FALSE,FALSE,famille_code_filiere_4,AMS-QQ-A-250/12,AMS-QQ-A-250/12,A4,NA,P2_MSN1,Medium,P1,A,2,144-005,B0QQA25012I4-03,fournisseur_12,supplier_12,1,A00,factory_1,usine_1,NA,Speedshop,2014-02-05,5,35,100,2013-12-02,2013-12-02,100,2013-12-02,2013-12-02,100,2013-12-02,2013-12-02,Lot3_Released,2014-01-17,2014-02-04,Kilgour,2014-02-27,2014-02-25,NA,NA,PE,NA,NA,2014-03-06,4,2014-01-30,2014-03-11,2014-03-13,4,1,2014-01-13,2014-04-01,Stock Available,Stock disponible,NA,2013-12-13,2014-04-01,NA,supplier_12,fournisseur_12,A00,FALSE,FALSE,5,Speedshop,35,35,0.050784641,0.007218776,70,70,0.050784641,0.002523834,devise_2,2013-11-21,-56
19445,PE,"FITTING, TENSION outboard FS509 droit",programme_2,code_filiere_24,1,NA,NA,38.09999847,NA,magasin_13,2013-11-18,2014-02-04,2013-12-16,FALSE,FALSE,famille_code_filiere_4,AMS-QQ-A-250/12,AMS-QQ-A-250/12,B2,NA,P2_MSN1,Medium,P1,A,2,144-005,B0QQA25012I4-03,fournisseur_12,supplier_12,1,A00,factory_1,usine_1,NA,Speedshop,2014-02-19,5,35,100,2014-01-14,2014-02-03,100,2014-01-14,2014-02-03,100,2014-02-03,2014-02-03,Lot3_Released,2014-02-14,2014-02-20,GEB,2014-03-07,2014-03-04,NA,NA,PE,NA,NA,2014-03-07,5,2014-02-10,2014-03-10,2014-03-10,5,0,2014-02-10,2014-04-04,Stock Available,Stock disponible,NA,2014-02-05,2014-04-04,NA,supplier_12,fournisseur_12,A00,FALSE,FALSE,5,Speedshop,35,35,0.050784641,0.007280533,70,70,0.050784641,0.002585578,devise_2,2013-12-19,-59
19450,PE,STRINGER RUN OUT,programme_2,code_filiere_14,1,NA,NA,38.09999847,NA,magasin_14,2013-11-28,2014-03-11,2013-12-02,FALSE,FALSE,famille_code_filiere_4,AMS-QQ-A-250/12,AMS-QQ-A-250/12,B2,NA,P2_MSN1,NA,P0,A,2,144-005,B0QQA25012I4-03,fournisseur_12,supplier_12,1,A00,factory_1,usine_1,NA,Standard,2014-02-18,5,61,100,2013-12-18,2013-12-20,100,2013-12-20,2013-12-24,100,2013-12-20,2013-12-24,Lot3_Released,2014-03-12,2014-01-18,NMF EUROPA,2014-02-28,2014-02-12,NA,NA,PE,NA,NA,2014-02-28,5,2014-03-03,2014-03-03,2014-03-05,5,0,2014-02-28,2014-04-28,Stock Available,Stock disponible,NA,2014-01-09,2014-04-28,NA,supplier_12,fournisseur_12,A00,FALSE,FALSE,5,Standard,35,35,0.056626988,0.007945894,70,70,0.056626988,0.003250881,devise_2,2013-12-03,-48
19452,PE,STRINGER RUN OUT,programme_2,code_filiere_19,2,NA,NA,NA,NA,magasin_14,2013-11-28,2014-03-11,2013-12-02,FALSE,FALSE,famille_code_filiere_3,B0502028BE,AMS-QQ-A-200/11,A3,NA,P2_MSN1,NA,P0,A,2,144-005,B0502028BE,fournisseur_12,supplier_12,1,A00,factory_2,usine_2,NA,Standard,2014-02-18,2,36,100,2014-01-08,2014-01-10,100,2014-01-10,2014-01-10,100,2014-01-10,2014-01-10,Lot3_Released,2014-01-24,2014-03-20,GEB,2014-04-04,2014-04-04,NA,NA,PE,NA,NA,2014-04-07,2,2014-04-09,2014-04-11,2014-04-12,2,0,2014-01-27,2014-04-28,Stock Available,Stock disponible,NA,2014-01-07,2014-04-28,NA,supplier_12,fournisseur_12,A00,FALSE,FALSE,4,Standard,36,36,0.019670745,0.004475825,72,72,0.019670745,0.004475812,devise_2,2013-12-04,-48
19453,PE,STRINGER RUN OUT,programme_2,code_filiere_19,2,NA,NA,NA,NA,magasin_14,2013-11-28,2014-03-11,2013-12-02,FALSE,FALSE,famille_code_filiere_3,B0502028BE,AMS-QQ-A-200/11,A3,NA,P2_MSN1,NA,P0,A,2,144-005,B0502028BE,fournisseur_12,supplier_12,1,A00,factory_2,usine_2,NA,Standard,2014-02-18,2,36,100,2014-01-08,2014-01-10,100,2014-01-10,2014-01-10,100,2014-01-10,2014-01-10,Lot3_Released,2014-01-24,2014-02-25,GEB,2014-03-12,2014-03-13,NA,NA,PE,NA,NA,2014-03-17,2,2014-02-26,2014-03-21,2014-03-21,2,0,2014-01-27,2014-04-14,Stock Available,Stock disponible,NA,2014-01-07,2014-04-14,NA,supplier_12,fournisseur_12,A00,FALSE,FALSE,4,Standard,36,36,0.019670745,0.004475825,72,72,0.019670745,0.004475812,devise_2,2013-12-04,-34
19457,PE,STRINGER RUN OUT,programme_2,code_filiere_14,1,NA,NA,38.09999847,NA,magasin_14,2013-11-28,2014-03-11,2013-12-02,FALSE,FALSE,famille_code_filiere_4,AMS-QQ-A-250/12,AMS-QQ-A-250/12,C2,NA,P2_MSN1,NA,P0,A,2,144-005,B0QQA25012I4-03,fournisseur_12,supplier_12,1,A00,factory_1,usine_1,NA,Standard,2014-02-19,5,61,100,2014-01-14,2014-02-26,100,2014-01-14,2014-02-26,100,2014-01-14,2014-02-26,Lot3_Released,2014-03-06,2014-03-05,GEB,2014-04-07,2014-03-21,NA,NA,PE,NA,NA,2014-03-24,5,2014-04-03,2014-04-03,2014-03-29,5,0,2014-03-19,2014-04-14,Stock Available,Stock disponible,NA,2014-02-10,2014-04-14,NA,supplier_12,fournisseur_12,A00,FALSE,FALSE,5,Standard,35,35,0.056626988,0.008016697,70,70,0.056626988,0.003321684,devise_2,2013-12-20,-34
19458,PE,STRINGER RUN-OUT,programme_2,code_filiere_19,1,NA,NA,NA,NA,magasin_14,2013-11-28,2014-03-11,2013-12-02,FALSE,FALSE,famille_code_filiere_3,B0511039BE,AMS-QQ-A-200/11,C2,NA,P2_MSN1,NA,P0,A,2,144-005,B0511039BE,fournisseur_12,supplier_12,1,A00,factory_2,usine_2,NA,Standard,2014-02-14,2,36,100,2014-01-10,2014-02-05,100,2014-01-13,2014-02-05,100,2014-01-13,2014-02-05,Lot3_Released,2014-03-14,2014-03-17,GEB,2014-04-07,2014-03-31,NA,NA,PE,NA,NA,2014-04-01,2,2014-02-17,2014-04-04,2014-04-04,2,0,2014-01-24,2014-04-11,Stock Available,Stock disponible,NA,2014-01-07,2014-04-11,NA,supplier_12,fournisseur_12,A00,FALSE,FALSE,2,Standard,36,36,0.019670745,0.00434115,72,72,0.019670745,0.004341151,devise_2,2013-12-03,-31
19464,PE,FRAME SPLICE,programme_2,code_filiere_24,1,NA,NA,50.79999924,NA,magasin_14,2013-11-28,2014-03-11,2013-12-03,FALSE,FALSE,famille_code_filiere_4,BAMS516-003,BAMS516-003,B2,NA,P2_MSN1,NA,P0,A,2,144-005,B0BAMS516003K5-01,fournisseur_12,supplier_12,1,A00,factory_1,usine_1,NA,Standard,2014-02-18,5,61,100,2014-01-14,2014-02-19,100,2014-01-14,2014-02-25,100,2014-01-14,2014-02-25,Lot3_Released,2014-03-05,2014-04-11,NMF EUROPA,2014-03-19,2014-05-02,NA,NA,PE,NA,NA,2014-05-05,5,2014-04-16,2014-05-19,2014-05-19,5,0,2014-03-14,2014-05-20,Stock Available,Stock disponible,NA,2014-02-05,2014-05-20,NA,supplier_12,fournisseur_12,A00,FALSE,FALSE,5,Standard,35,35,0.050784641,0.007614132,70,70,0.050784641,0.00291906,devise_2,2013-12-17,-70
19465,PE,FRAME SPLICE,programme_2,code_filiere_24,1,NA,NA,50.79999924,NA,magasin_14,2013-11-28,2014-03-11,2013-12-03,FALSE,FALSE,famille_code_filiere_4,BAMS516-003,BAMS516-003,B2,NA,P2_MSN1,NA,P0,A,2,144-005,B0BAMS516003K5-01,fournisseur_12,supplier_12,1,A00,factory_1,usine_1,NA,Standard,2014-02-18,5,61,100,2014-01-14,2014-02-19,100,2014-01-14,2014-02-25,100,2014-01-14,2014-02-25,Lot3_Released,2014-03-05,2014-04-11,NMF EUROPA,2014-03-19,2014-05-02,NA,NA,PE,NA,NA,2014-05-09,5,2014-04-16,2014-05-12,2014-05-15,5,0,2014-03-14,2014-05-19,Stock Available,Stock disponible,NA,2014-02-05,2014-05-19,NA,supplier_12,fournisseur_12,A00,FALSE,FALSE,5,Standard,35,35,0.050784641,0.007614132,70,70,0.050784641,0.00291906,devise_2,2013-12-17,-69
19467,PE,"PLATE, SPLICE",programme_2,code_filiere_10,32,NA,NA,2.286000013,NA,magasin_13,2013-11-28,2014-01-21,2013-12-03,FALSE,FALSE,famille_code_filiere_1,AMS-QQ-A-250/12,AMS-QQ-A-250/12,A4,NA,P2_MSN1,NA,P0,A,2,144-005,B0QQA25012I0-07,fournisseur_11,supplier_11,2,A00,factory_2,usine_2,NA,Speedshop,2014-04-11,80,36,NA,NA,NA,NA,NA,NA,1,2014-03-06,2014-03-11,Lot3_Released,2014-04-07,2014-03-27,HYDE,2014-04-21,2014-05-02,NA,NA,NA,NA,NA,NA,NA,2014-04-14,2014-05-23,2014-05-20,80,0,2014-02-03,2014-05-21,Stock Available,Stock disponible,NA,2014-03-19,NA,NA,supplier_11,fournisseur_11,A00,FALSE,FALSE,5,Speedshop,36,NA,0.019180109,8.85259e-4,72,NA,0.012786739,4.4263e-4,devise_2,2013-12-04,-120
19467,PE,"PLATE, SPLICE",programme_2,code_filiere_10,32,NA,NA,2.286000013,NA,magasin_13,2013-11-28,2014-01-21,2013-12-03,FALSE,FALSE,famille_code_filiere_1,AMS-QQ-A-250/12,AMS-QQ-A-250/12,A4,NA,P2_MSN1,NA,P0,A,2,144-005,B0QQA25012I0-07,fournisseur_11,supplier_11,3,A00,factory_2,usine_2,NA,Speedshop,2014-04-11,73,36,NA,NA,NA,NA,NA,NA,1,2014-03-06,2014-03-11,Lot3_Released,2014-04-07,2014-04-10,HYDE,2014-04-21,2014-05-27,NA,NA,NA,NA,NA,2014-05-30,NA,2014-05-28,2014-06-02,2014-06-03,73,0,2014-02-03,2014-06-03,Stock Available,Stock disponible,NA,2014-03-19,NA,NA,supplier_11,fournisseur_11,A00,FALSE,FALSE,5,Speedshop,36,NA,0.019180109,8.85259e-4,72,NA,0.012786739,4.4263e-4,devise_2,2013-12-04,-133
19467,PE,"PLATE, SPLICE",programme_2,code_filiere_10,32,NA,NA,2.286000013,NA,magasin_13,2013-11-28,2014-01-21,2013-12-03,FALSE,FALSE,famille_code_filiere_1,AMS-QQ-A-250/12,AMS-QQ-A-250/12,A4,NA,P2_MSN1,NA,P0,A,2,144-005,B0QQA25012I0-07,fournisseur_11,supplier_11,1,A00,factory_2,usine_2,NA,Speedshop,2014-04-11,160,36,NA,NA,NA,NA,NA,NA,1,2014-03-06,2014-03-11,Lot3_Released,2014-04-07,2014-03-27,HYDE,2014-04-21,2014-05-02,NA,NA,NA,NA,NA,NA,87,2014-04-14,2014-05-23,2014-05-20,7,153,2014-02-03,2014-05-20,Stock Available,Stock disponible,NA,2014-03-19,NA,NA,supplier_11,fournisseur_11,A00,FALSE,FALSE,5,Speedshop,36,NA,0.019180109,8.85259e-4,72,NA,0.012786739,4.4263e-4,devise_2,2013-12-04,-119
19468,PE,"PLATE, SPLICE",programme_2,code_filiere_10,16,NA,NA,2.032000065,NA,magasin_13,2013-11-28,2014-01-21,2013-12-03,FALSE,FALSE,famille_code_filiere_1,AMS-QQ-A-250/12,AMS-QQ-A-250/12,A4,NA,P2_MSN1,NA,P0,A,2,144-005,B0QQA25012I0-06,fournisseur_11,supplier_11,3,A00,factory_2,usine_2,NA,Speedshop,2014-04-11,2,36,NA,NA,NA,NA,NA,NA,1,2014-04-16,2014-04-18,Lot3_Released,2014-04-02,2014-05-19,HYDE,2014-06-04,2014-06-19,NA,NA,NA,NA,NA,2014-06-20,2,2014-06-13,2014-06-27,2014-06-26,2,0,2014-02-03,2014-08-21,Stock Available,Stock disponible,NA,NA,NA,NA,supplier_11,fournisseur_11,A00,FALSE,FALSE,5,Speedshop,36,NA,0.019180109,8.30459e-4,72,NA,0.012786739,4.15305e-4,devise_2,2013-12-04,-212
19468,PE,"PLATE, SPLICE",programme_2,code_filiere_10,16,NA,NA,2.032000065,NA,magasin_13,2013-11-28,2014-01-21,2013-12-03,FALSE,FALSE,famille_code_filiere_1,AMS-QQ-A-250/12,AMS-QQ-A-250/12,A4,NA,P2_MSN1,NA,P0,A,2,144-005,B0QQA25012I0-06,fournisseur_11,supplier_11,1,A00,factory_2,usine_2,NA,Speedshop,2014-04-11,80,36,NA,NA,NA,NA,NA,NA,1,2014-03-06,2014-03-03,Lot3_Released,2014-04-02,2014-03-17,HYDE,2014-04-16,2014-04-07,NA,NA,NA,NA,NA,2014-04-24,15,2014-04-09,2014-04-25,2014-04-25,15,65,2014-02-03,2014-04-29,Stock Available,Stock disponible,NA,2014-03-19,NA,NA,supplier_11,fournisseur_11,A00,FALSE,FALSE,5,Speedshop,36,NA,0.019180109,8.30459e-4,72,NA,0.012786739,4.15305e-4,devise_2,2013-12-04,-98
19471,PE,"STGR 1, REAR UPPER PANEL, AFT LH",programme_2,code_filiere_19,1,NA,NA,NA,NA,magasin_14,2013-12-09,2013-12-16,2013-12-11,FALSE,FALSE,famille_code_filiere_3,B0531047HA,BAMS516-025,B2,NA,P2_MSN1,NA,P0,A,2,144-005,B0531047HA-02,fournisseur_12,supplier_12,1,A00,factory_2,usine_2,NA,Speedshop,2014-03-14,2,30,100,2014-01-08,2014-02-07,100,2014-01-08,2014-02-07,100,2014-01-08,2014-02-07,Lot3_Released,2014-02-11,2014-02-28,NMF EUROPA,2014-03-19,2014-04-03,NA,NA,PE,NA,NA,2014-04-04,2,2014-01-27,2014-04-04,2014-04-11,2,0,2014-01-27,2014-05-07,Stock Available,Stock disponible,NA,2014-01-07,2014-05-07,NA,supplier_12,fournisseur_12,A00,FALSE,FALSE,2,Speedshop,30,30,0.02232773,0.013636959,60,60,0.02232773,0.008941961,devise_2,2013-12-12,-142
19472,PE,"STGR 1, REAR UPPER PANEL, AFT RH",programme_2,code_filiere_19,1,NA,NA,NA,NA,magasin_14,2013-12-09,2013-12-16,2013-12-11,FALSE,FALSE,famille_code_filiere_3,B0531047HA,BAMS516-025,B3,NA,P2_MSN1,NA,P0,A,2,144-005,B0531047HA-02,fournisseur_12,supplier_12,1,A00,factory_2,usine_2,NA,Speedshop,2014-03-14,2,30,100,2014-01-08,2014-02-07,100,2014-01-08,2014-02-07,100,2014-01-08,2014-02-07,Lot3_Released,2014-02-11,2014-03-04,NMF EUROPA,2014-03-19,2014-04-03,NA,NA,PE,NA,NA,2014-04-04,2,2014-01-27,2014-04-04,2014-04-11,2,0,2014-01-27,2014-04-30,Stock Available,Stock disponible,NA,2014-01-07,2014-04-30,NA,supplier_12,fournisseur_12,A00,FALSE,FALSE,2,Speedshop,30,30,0.02232773,0.013636959,60,60,0.02232773,0.008941961,devise_2,2013-12-12,-135
19474,PE,"STRINGER 23, FWD LOWER PANEL, AFT",programme_2,code_filiere_19,1,NA,NA,NA,NA,magasin_14,2013-12-09,2013-12-11,2013-12-13,FALSE,FALSE,famille_code_filiere_3,B0531047HA,BAMS516-025,B3,NA,P2_MSN1,NA,P0,A,2,144-005,B0531047HA-02,fournisseur_12,supplier_12,1,A00,factory_2,usine_2,NA,Speedshop,2014-02-18,2,30,100,2014-01-29,2014-01-23,100,2014-01-14,2014-01-23,100,2014-01-14,2014-01-23,Lot3_Released,2014-04-25,NA,NMF EUROPA,2014-05-13,NA,NA,NA,NA,NA,NA,2014-05-13,2,2014-04-23,2014-05-16,2014-05-16,2,0,2014-01-28,2014-06-04,Stock Available,Stock disponible,NA,2014-01-07,2014-06-04,NA,supplier_12,fournisseur_12,A00,FALSE,FALSE,2,Speedshop,30,30,0.02232773,0.008485005,60,60,0.02232773,0.00848499,devise_2,2013-12-13,-175
19476,PE,"STRINGER 22, FWD LOWER PANEL, AFT",programme_2,code_filiere_19,1,NA,NA,NA,NA,magasin_14,2013-12-09,2013-12-11,2013-12-16,FALSE,FALSE,famille_code_filiere_3,B0531047HA,BAMS516-025,A3,NA,P2_MSN1,NA,P0,A,2,144-005,B0531047HA-02,fournisseur_12,supplier_12,1,A00,factory_2,usine_2,NA,Speedshop,2014-02-19,2,30,100,2014-01-14,2014-01-29,100,2014-01-14,2014-01-29,100,2014-01-14,2014-01-29,Lot3_Released,2014-02-11,2014-02-27,GEB,2014-03-13,2014-03-20,NA,NA,NA,NA,NA,2014-03-24,2,2014-02-03,2014-03-28,2014-03-28,2,0,2014-02-03,2014-04-10,Stock Available,Stock disponible,NA,2014-01-07,2014-04-10,NA,supplier_12,fournisseur_12,A00,FALSE,FALSE,2,Speedshop,30,30,0.02232773,0.008941946,60,60,0.02232773,0.008941961,devise_2,2013-12-19,-120
19480,PE,"STGR 10/11/12 - FR 42/43, AFT LATERAL PA",programme_2,code_filiere_19,3,NA,NA,NA,NA,magasin_14,2013-12-18,2014-01-01,2013-12-19,FALSE,FALSE,famille_code_filiere_3,B0531047HA,BAMS516-025,A6,NA,P2_MSN1,NA,P0,A,2,144-005,B0531047HA-02,fournisseur_12,supplier_12,1,A00,factory_2,usine_2,NA,Standard,2014-02-19,2,35,100,2014-01-16,2014-01-29,100,2014-01-16,2014-01-29,100,2014-01-16,2014-01-29,Lot3_Released,2014-01-22,2014-02-21,GEB,2014-03-14,2014-03-12,NA,NA,PE,NA,NA,2014-03-17,2,2014-03-21,2014-03-21,2014-03-21,2,0,2014-02-11,2014-05-05,Stock Available,Stock disponible,NA,2014-01-07,2014-05-05,NA,supplier_12,fournisseur_12,A00,FALSE,FALSE,2,Standard,NA,NA,0.056626988,0.008305644,NA,NA,0.056626988,0.003610631,devise_2,2013-12-20,-124
19485,PE,"STGR 1, AFT UPPER PANEL, AFT RH",programme_2,code_filiere_19,1,NA,NA,NA,NA,magasin_14,2013-12-26,2014-01-14,2014-01-14,FALSE,FALSE,famille_code_filiere_3,B0531047HA,B0531047HA,A3,NA,P2_MSN1,NA,P0,A,2,144-005,B0531047HA-02,fournisseur_12,supplier_12,1,A00,factory_2,usine_2,NA,Speedshop,2014-03-19,2,30,100,2014-01-28,2014-02-27,100,2014-01-28,2014-02-27,100,2014-01-28,2014-02-27,Lot3_Released,2014-04-17,2014-04-17,NMF EUROPA,2014-05-02,2014-05-02,NA,NA,PE,NA,NA,2014-05-02,2,2014-05-06,2014-05-30,2014-05-14,2,0,2014-02-26,2014-05-14,Stock Available,Stock disponible,NA,2014-03-13,2014-05-14,NA,supplier_12,fournisseur_12,A00,FALSE,FALSE,2,Speedshop,30,30,0.02232773,0.013040681,60,60,0.02232773,0.00834565,devise_2,2014-01-15,-120
19490,PE,"STGR 1, AFT UPPER PANEL, AFT LH",programme_2,code_filiere_19,1,NA,NA,NA,NA,magasin_14,2013-12-26,2014-01-14,2014-01-14,FALSE,FALSE,famille_code_filiere_3,B0531047HA,B0531047HA,A3,NA,P2_MSN1,NA,P0,A,2,144-005,B0531047HA-02,fournisseur_12,supplier_12,1,A00,factory_2,usine_2,NA,Speedshop,2014-03-19,2,30,100,2014-01-28,2014-02-27,100,2014-01-28,2014-02-27,100,2014-01-28,2014-02-27,Lot3_Released,2014-04-10,2014-04-16,NMF EUROPA,2014-05-02,2014-05-02,NA,NA,PE,NA,NA,2014-05-02,2,2014-05-06,2014-05-30,2014-05-14,2,0,2014-02-26,2014-05-14,Stock Available,Stock disponible,NA,2014-03-13,2014-05-14,NA,supplier_12,fournisseur_12,A00,FALSE,FALSE,2,Speedshop,30,30,0.02232773,0.013040681,60,60,0.02232773,0.00834565,devise_2,2014-01-15,-120
19491,PE,"STRINGER 21, AFT LOWER PANEL",programme_2,code_filiere_19,1,NA,NA,NA,NA,magasin_13,2013-12-30,2014-01-01,2014-01-02,FALSE,FALSE,famille_code_filiere_3,B0502027HA,B0502027HA,C.2,NA,P2_MSN1,Medium,P0,A,2,-,B0502027HA,fournisseur_12,supplier_12,1,A00,factory_2,usine_2,NA,Speedshop,2014-03-19,2,35,100,2014-01-16,2014-03-03,100,2014-01-16,2014-03-03,100,2014-01-16,2014-02-17,Lot3_Released,2014-03-12,NA,NMF EUROPA,2014-04-01,NA,NA,NA,PE,NA,NA,2014-05-15,2,2014-04-16,2014-05-20,2014-05-20,2,0,2014-02-20,2014-05-21,Stock Available,Stock disponible,NA,2014-02-25,2014-05-21,NA,supplier_12,fournisseur_12,A00,FALSE,FALSE,2,Speedshop,30,30,0.06793427,0.024180677,60,60,0.06793427,0.042571991000000003,devise_2,2014-01-02,-140
